State,Action,Reward,New_State
"[1.0, 3.0, 5.95989990234375, 3.0, 10.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 6.0]",8,-1,"[1.0, 3.0, 7.573299884796143, 3.0, 10.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.066600002348423, 1.7999999523162842, 0.5]"
"[1.0, 3.0, 7.573299884796143, 3.0, 10.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.066600002348423, 1.7999999523162842, 0.5]",10,0,"[1.0, 3.0, 7.573299884796143, 1.0, 8.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.066600002348423, 1.7999999523162842, 0.5]"
"[1.0, 3.0, 7.573299884796143, 1.0, 8.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.066600002348423, 1.7999999523162842, 0.5]",10,0,"[1.0, 3.0, 7.573299884796143, 4.0, 10.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.066600002348423, 1.7999999523162842, 0.5]"
"[1.0, 3.0, 7.573299884796143, 4.0, 10.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.066600002348423, 1.7999999523162842, 0.5]",8,-1,"[1.0, 3.0, 9.293299674987793, 4.0, 10.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.8399999737739563, 1.7999999523162842, 0.5]"
"[1.0, 3.0, 9.293299674987793, 4.0, 10.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.8399999737739563, 1.7999999523162842, 0.5]",10,10,"[1.0, 3.0, 9.293299674987793, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.8399999737739563, 1.7999999523162842, 0.5]"
"[1.0, 3.0, 5.800000190734863, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 0.0]",10,0,"[1.0, 3.0, 5.843299865722656, 2.0, 10.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.8399999737739563, 1.7999999523162842, 0.0]"
"[1.0, 3.0, 5.843299865722656, 2.0, 10.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.8399999737739563, 1.7999999523162842, 0.0]",4,0,"[1.0, 3.0, 5.843299865722656, 2.0, 10.0, 1.0, 3.0, 9.999999747378752e-05, 1.0, 2.0, 0.8399999737739563, 1.7999999523162842, 0.0]"
"[1.0, 3.0, 5.843299865722656, 2.0, 10.0, 1.0, 3.0, 9.999999747378752e-05, 1.0, 2.0, 0.8399999737739563, 1.7999999523162842, 0.0]",6,0,"[1.0, 3.0, 5.849899768829346, 2.0, 10.0, 1.0, 1.0, 9.999999747378752e-05, 1.0, 2.0, 0.8399999737739563, 1.7999999523162842, 0.0]"
"[1.0, 3.0, 5.849899768829346, 2.0, 10.0, 1.0, 1.0, 9.999999747378752e-05, 1.0, 2.0, 0.8399999737739563, 1.7999999523162842, 0.0]",10,0,"[1.0, 3.0, 5.849899768829346, 0.0, 8.0, 1.0, 1.0, 9.999999747378752e-05, 1.0, 2.0, 0.8399999737739563, 1.7999999523162842, 0.0]"
"[1.0, 3.0, 5.849899768829346, 0.0, 8.0, 1.0, 1.0, 9.999999747378752e-05, 1.0, 2.0, 0.8399999737739563, 1.7999999523162842, 0.0]",10,0,"[1.0, 3.0, 5.849899768829346, 3.0, 9.0, 0.0, 1.0, 9.999999747378752e-05, 1.0, 2.0, 0.8399999737739563, 1.7999999523162842, 0.0]"
"[1.0, 3.0, 5.849899768829346, 3.0, 9.0, 0.0, 1.0, 9.999999747378752e-05, 1.0, 2.0, 0.8399999737739563, 1.7999999523162842, 0.0]",10,-2,"[1.0, 3.0, 5.853300094604492, 3.0, 6.0, 0.0, 1.0, 9.999999747378752e-05, 1.0, 2.0, 0.8399999737739563, 1.7999999523162842, 0.0]"
"[1.0, 3.0, 5.853300094604492, 3.0, 6.0, 0.0, 1.0, 9.999999747378752e-05, 1.0, 2.0, 0.8399999737739563, 1.7999999523162842, 0.0]",5,0,"[1.0, 3.0, 5.853300094604492, 3.0, 6.0, 0.0, 1.0, 9.999999747378752e-05, 1.0, 1.0, 0.8399999737739563, 1.7999999523162842, 0.0]"
"[1.0, 3.0, 5.853300094604492, 3.0, 6.0, 0.0, 1.0, 9.999999747378752e-05, 1.0, 1.0, 0.8399999737739563, 1.7999999523162842, 0.0]",10,10,"[1.0, 3.0, 5.853300094604492, 2.0, 5.0, 0.0, 1.0, 9.999999747378752e-05, 1.0, 1.0, 0.8399999737739563, 1.7999999523162842, 0.0]"
"[1.0, 3.0, 5.800000190734863, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 0.0]",10,-2,"[1.0, 3.0, 5.949900150299072, 3.0, 10.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.4133000075817108, 1.7999999523162842, 0.0]"
"[1.0, 3.0, 5.949900150299072, 3.0, 10.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.4133000075817108, 1.7999999523162842, 0.0]",10,-2,"[1.0, 3.0, 5.956600189208984, 2.0, 10.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.4399999976158142, 1.7999999523162842, 0.0]"
"[1.0, 3.0, 5.956600189208984, 2.0, 10.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.4399999976158142, 1.7999999523162842, 0.0]",10,0,"[1.0, 3.0, 5.956600189208984, 1.0, 6.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.4399999976158142, 1.7999999523162842, 0.0]"
"[1.0, 3.0, 5.956600189208984, 1.0, 6.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.4399999976158142, 1.7999999523162842, 0.0]",10,-2,"[1.0, 3.0, 5.956600189208984, 3.0, 6.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.4666000008583069, 1.7999999523162842, 0.0]"
"[1.0, 3.0, 5.956600189208984, 3.0, 6.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.4666000008583069, 1.7999999523162842, 0.0]",0,9,"[0.0, 3.0, 5.7032999992370605, 3.0, 6.0, 0.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 1.8666000366210938, 1.7999999523162842, 0.0]"
"[1.0, 3.0, 5.800000190734863, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 0.0]",10,10,"[1.0, 3.0, 6.016600131988525, 2.0, 6.0, 1.0, 3.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 0.0]"
"[1.0, 3.0, 5.800000190734863, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 0.0]",3,0,"[1.0, 3.0, 5.916600227355957, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 3.0, 0.21330000460147858, 1.7999999523162842, 0.0]"
"[1.0, 3.0, 5.916600227355957, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 3.0, 0.21330000460147858, 1.7999999523162842, 0.0]",3,-2,"[1.0, 3.0, 5.916600227355957, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 3.0, 0.21330000460147858, 1.7999999523162842, 0.0]"
"[1.0, 3.0, 5.916600227355957, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 3.0, 0.21330000460147858, 1.7999999523162842, 0.0]",10,0,"[1.0, 3.0, 5.916600227355957, 1.0, 10.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 3.0, 0.21330000460147858, 1.7999999523162842, 0.0]"
"[1.0, 3.0, 5.916600227355957, 1.0, 10.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 3.0, 0.21330000460147858, 1.7999999523162842, 0.0]",1,9,"[1.0, 3.0, 7.139900207519531, 1.0, 10.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 3.0, 2.0, 1.7999999523162842, 0.0]"
"[1.0, 3.0, 5.800000190734863, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 0.0]",10,-2,"[1.0, 3.0, 5.783299922943115, 3.0, 6.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.0, 1.7999999523162842, 1.0]"
"[1.0, 3.0, 5.783299922943115, 3.0, 6.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.0, 1.7999999523162842, 1.0]",10,0,"[1.0, 3.0, 5.783299922943115, 1.0, 8.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.0, 1.7999999523162842, 1.0]"
"[1.0, 3.0, 5.783299922943115, 1.0, 8.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.0, 1.7999999523162842, 1.0]",10,-2,"[1.0, 3.0, 5.796599864959717, 3.0, 8.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.026599999517202377, 1.7999999523162842, 1.0]"
"[1.0, 3.0, 5.796599864959717, 3.0, 8.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.026599999517202377, 1.7999999523162842, 1.0]",10,0,"[1.0, 3.0, 5.796599864959717, 2.0, 9.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.026599999517202377, 1.7999999523162842, 1.0]"
"[1.0, 3.0, 5.796599864959717, 2.0, 9.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.026599999517202377, 1.7999999523162842, 1.0]",10,0,"[1.0, 3.0, 5.796599864959717, 0.0, 8.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.026599999517202377, 1.7999999523162842, 1.0]"
"[1.0, 3.0, 5.796599864959717, 0.0, 8.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.026599999517202377, 1.7999999523162842, 1.0]",10,0,"[1.0, 3.0, 5.796599864959717, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.026599999517202377, 1.7999999523162842, 1.0]"
"[1.0, 3.0, 5.796599864959717, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.026599999517202377, 1.7999999523162842, 1.0]",10,-2,"[1.0, 3.0, 5.796599864959717, 0.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.026599999517202377, 1.7999999523162842, 1.0]"
"[1.0, 3.0, 5.796599864959717, 0.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.026599999517202377, 1.7999999523162842, 1.0]",10,-2,"[1.0, 3.0, 5.803299903869629, 0.0, 8.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.026599999517202377, 1.7999999523162842, 1.0]"
"[1.0, 3.0, 5.803299903869629, 0.0, 8.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.026599999517202377, 1.7999999523162842, 1.0]",10,10,"[1.0, 3.0, 5.803299903869629, 4.0, 5.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.053300000727176666, 1.7999999523162842, 1.0]"
"[1.0, 3.0, 5.800000190734863, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 0.0]",10,0,"[1.0, 3.0, 5.839900016784668, 2.0, 9.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.2799000144004822, 1.7999999523162842, 1.0]"
"[1.0, 3.0, 5.839900016784668, 2.0, 9.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.2799000144004822, 1.7999999523162842, 1.0]",9,-1,"[1.0, 3.0, 5.839900016784668, 2.0, 9.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.2799000144004822, 4.0, 1.0]"
"[1.0, 3.0, 5.839900016784668, 2.0, 9.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.2799000144004822, 4.0, 1.0]",10,0,"[1.0, 3.0, 5.856599807739258, 1.0, 6.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.2799000144004822, 4.0, 1.0]"
"[1.0, 3.0, 5.856599807739258, 1.0, 6.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.2799000144004822, 4.0, 1.0]",8,-1,"[0.0, 3.0, 4.729899883270264, 1.0, 6.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 2.0, 4.0, 1.0]"
"[0.0, 3.0, 4.729899883270264, 1.0, 6.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 2.0, 4.0, 1.0]",10,0,"[0.0, 3.0, 4.729899883270264, 4.0, 5.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 2.0, 4.0, 1.0]"
"[0.0, 3.0, 4.729899883270264, 4.0, 5.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 2.0, 4.0, 1.0]",10,0,"[0.0, 3.0, 4.729899883270264, 0.0, 10.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 2.0, 4.0, 1.0]"
"[0.0, 3.0, 4.729899883270264, 0.0, 10.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 2.0, 4.0, 1.0]",10,-2,"[0.0, 3.0, 4.729899883270264, 0.0, 9.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 2.0, 4.0, 1.0]"
"[0.0, 3.0, 4.729899883270264, 0.0, 9.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 2.0, 4.0, 1.0]",10,0,"[0.0, 3.0, 4.723299980163574, 4.0, 8.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 2.0, 4.0, 1.0]"
"[0.0, 3.0, 4.723299980163574, 4.0, 8.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 2.0, 4.0, 1.0]",10,0,"[0.0, 3.0, 4.723299980163574, 1.0, 10.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 2.0, 4.0, 1.0]"
"[0.0, 3.0, 4.723299980163574, 1.0, 10.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 2.0, 4.0, 1.0]",10,-2,"[0.0, 3.0, 4.723299980163574, 4.0, 10.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 2.0, 4.0, 1.0]"
"[1.0, 3.0, 5.800000190734863, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 0.0]",10,0,"[1.0, 3.0, 6.093299865722656, 1.0, 10.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.23999999463558197, 1.7999999523162842, 1.0]"
"[1.0, 3.0, 6.093299865722656, 1.0, 10.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.23999999463558197, 1.7999999523162842, 1.0]",10,8,"[1.0, 3.0, 6.093299865722656, 1.0, 6.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.26660001277923584, 1.7999999523162842, 1.0]"
"[1.0, 3.0, 5.800000190734863, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 0.0]",10,0,"[1.0, 3.0, 5.8765997886657715, 4.0, 8.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.053300000727176666, 1.7999999523162842, 0.0]"
"[1.0, 3.0, 5.8765997886657715, 4.0, 8.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.053300000727176666, 1.7999999523162842, 0.0]",10,10,"[1.0, 3.0, 5.886600017547607, 3.0, 5.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.093299999833107, 1.7999999523162842, 0.0]"
"[1.0, 3.0, 5.800000190734863, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 0.0]",10,-2,"[1.0, 3.0, 5.929900169372559, 1.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.800000011920929, 1.7999999523162842, 0.0]"
"[1.0, 3.0, 5.929900169372559, 1.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.800000011920929, 1.7999999523162842, 0.0]",10,8,"[1.0, 3.0, 5.929900169372559, 1.0, 5.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.800000011920929, 1.7999999523162842, 0.0]"
"[1.0, 3.0, 5.800000190734863, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 0.0]",1,-1,"[0.0, 3.0, 6.799900054931641, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.5465999841690063, 1.7999999523162842, 1.0]"
"[0.0, 3.0, 6.799900054931641, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.5465999841690063, 1.7999999523162842, 1.0]",11,9,"[0.0, 3.0, 6.2032999992370605, 3.0, 7.0, 0.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 2.0, 1.7999999523162842, 1.0]"
"[1.0, 3.0, 5.800000190734863, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 0.0]",11,9,"[1.0, 3.0, 6.676599979400635, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 2.0, 1.7999999523162842, 0.0]"
"[1.0, 3.0, 5.800000190734863, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 0.0]",10,0,"[1.0, 3.0, 5.793300151824951, 4.0, 10.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.6665999889373779, 1.7999999523162842, 0.0]"
"[1.0, 3.0, 5.793300151824951, 4.0, 10.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.6665999889373779, 1.7999999523162842, 0.0]",10,0,"[1.0, 3.0, 5.803299903869629, 1.0, 9.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.6665999889373779, 1.7999999523162842, 0.0]"
"[1.0, 3.0, 5.803299903869629, 1.0, 9.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.6665999889373779, 1.7999999523162842, 0.0]",10,-2,"[1.0, 3.0, 5.803299903869629, 1.0, 9.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.6933000087738037, 1.7999999523162842, 0.0]"
"[1.0, 3.0, 5.803299903869629, 1.0, 9.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.6933000087738037, 1.7999999523162842, 0.0]",10,0,"[1.0, 3.0, 5.803299903869629, 5.0, 10.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.6933000087738037, 1.7999999523162842, 0.0]"
"[1.0, 3.0, 5.803299903869629, 5.0, 10.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.6933000087738037, 1.7999999523162842, 0.0]",10,0,"[1.0, 3.0, 5.803299903869629, 2.0, 8.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.6933000087738037, 1.7999999523162842, 0.0]"
"[1.0, 3.0, 5.803299903869629, 2.0, 8.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.6933000087738037, 1.7999999523162842, 0.0]",10,0,"[1.0, 3.0, 5.806600093841553, 5.0, 9.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.6933000087738037, 1.7999999523162842, 0.0]"
"[1.0, 3.0, 5.806600093841553, 5.0, 9.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.6933000087738037, 1.7999999523162842, 0.0]",10,0,"[1.0, 3.0, 5.806600093841553, 0.0, 8.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.70660001039505, 1.7999999523162842, 0.0]"
"[1.0, 3.0, 5.806600093841553, 0.0, 8.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.70660001039505, 1.7999999523162842, 0.0]",10,0,"[1.0, 3.0, 5.806600093841553, 3.0, 9.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.70660001039505, 1.7999999523162842, 0.0]"
"[1.0, 3.0, 5.806600093841553, 3.0, 9.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.70660001039505, 1.7999999523162842, 0.0]",10,0,"[1.0, 3.0, 5.806600093841553, 5.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.70660001039505, 1.7999999523162842, 0.0]"
"[1.0, 3.0, 5.806600093841553, 5.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.70660001039505, 1.7999999523162842, 0.0]",10,10,"[1.0, 3.0, 5.8165998458862305, 2.0, 5.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.7465999722480774, 1.7999999523162842, 0.0]"
"[1.0, 3.0, 5.800000190734863, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 0.0]",10,-2,"[1.0, 3.0, 5.873300075531006, 5.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.22660000622272491, 1.7999999523162842, 0.0]"
"[1.0, 3.0, 5.873300075531006, 5.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.22660000622272491, 1.7999999523162842, 0.0]",10,-2,"[1.0, 3.0, 5.879899978637695, 2.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.22660000622272491, 1.7999999523162842, 0.0]"
"[1.0, 3.0, 5.879899978637695, 2.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.22660000622272491, 1.7999999523162842, 0.0]",10,-2,"[1.0, 3.0, 5.879899978637695, 2.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.2533000111579895, 1.7999999523162842, 0.0]"
"[1.0, 3.0, 5.879899978637695, 2.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.2533000111579895, 1.7999999523162842, 0.0]",10,-2,"[1.0, 3.0, 5.879899978637695, 5.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.2533000111579895, 1.7999999523162842, 0.0]"
"[1.0, 3.0, 5.879899978637695, 5.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.2533000111579895, 1.7999999523162842, 0.0]",10,-2,"[1.0, 3.0, 5.879899978637695, 5.0, 9.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.2799000144004822, 1.7999999523162842, 0.0]"
"[1.0, 3.0, 5.879899978637695, 5.0, 9.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.2799000144004822, 1.7999999523162842, 0.0]",10,10,"[1.0, 3.0, 5.879899978637695, 3.0, 5.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.2799000144004822, 1.7999999523162842, 0.0]"
"[1.0, 3.0, 5.800000190734863, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 0.0]",10,0,"[1.0, 3.0, 5.956600189208984, 5.0, 8.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.42660000920295715, 1.7999999523162842, 0.0]"
"[1.0, 3.0, 5.956600189208984, 5.0, 8.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.42660000920295715, 1.7999999523162842, 0.0]",10,-2,"[1.0, 3.0, 5.9633002281188965, 3.0, 8.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.42660000920295715, 1.7999999523162842, 0.0]"
"[1.0, 3.0, 5.9633002281188965, 3.0, 8.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.42660000920295715, 1.7999999523162842, 0.0]",10,10,"[1.0, 3.0, 5.9633002281188965, 5.0, 5.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.42660000920295715, 1.7999999523162842, 0.0]"
"[1.0, 3.0, 5.800000190734863, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 0.0]",10,10,"[1.0, 3.0, 5.923299789428711, 1.0, 5.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 1.2532999515533447, 1.7999999523162842, 0.0]"
"[1.0, 3.0, 5.800000190734863, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 0.0]",10,0,"[1.0, 3.0, 5.973299980163574, 4.0, 6.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 16.0]"
"[1.0, 3.0, 5.973299980163574, 4.0, 6.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 16.0]",10,-2,"[1.0, 3.0, 5.973299980163574, 0.0, 6.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 16.0]"
"[1.0, 3.0, 5.973299980163574, 0.0, 6.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 16.0]",10,10,"[1.0, 3.0, 5.973299980163574, 4.0, 5.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 15.0]"
"[1.0, 3.0, 5.800000190734863, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 0.0]",3,0,"[1.0, 3.0, 5.829899787902832, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 3.0, 0.17329999804496765, 1.7999999523162842, 0.0]"
"[1.0, 3.0, 5.829899787902832, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 3.0, 0.17329999804496765, 1.7999999523162842, 0.0]",10,10,"[1.0, 3.0, 5.836599826812744, 1.0, 5.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 3.0, 0.19990000128746033, 1.7999999523162842, 0.0]"
"[1.0, 3.0, 5.800000190734863, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 0.0]",10,-2,"[1.0, 3.0, 5.869900226593018, 3.0, 8.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.9599999785423279, 1.7999999523162842, 0.0]"
"[1.0, 3.0, 5.869900226593018, 3.0, 8.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.9599999785423279, 1.7999999523162842, 0.0]",10,-2,"[1.0, 3.0, 5.8765997886657715, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.9865999817848206, 1.7999999523162842, 0.0]"
"[1.0, 3.0, 5.8765997886657715, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.9865999817848206, 1.7999999523162842, 0.0]",10,0,"[1.0, 3.0, 5.8765997886657715, 5.0, 8.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.9865999817848206, 1.7999999523162842, 0.0]"
